calendar_year,corporate_name,revenue_agency_type,revenue_agency,revenue_type,commodity,commodity_order,raw_revenue,revenue
2013,NEWFIELD EXPLORATION CO,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$228,598.00",228598.00
2013,NEWFIELD EXPLORATION CO,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$1,735,895.84",1735895.84
2013,NOBLE ENERGY INC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"-$1,928,660.08",-1928660.08
2013,NOEX ENERGY INC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"-$558,329.00",-558329.00
2013,NORDAQ ENERGY INC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$1,800.00",1800.00
2013,NORDAQ ENERGY INC,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"$750,700.00",750700.00
2013,NORDAQ ENERGY INC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$514,431.00",514431.00
2013,NORTH FINN LLC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,$85.00,85.00
2013,NORTH FINN LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$12,717.50",12717.50
2013,NORTH FINN LLC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,-$0.02,-0.02
2013,NORTHSTAR OFFSHORE GROUP LLC,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"$1,622,721.00",1622721.00
2013,NORTHSTAR OFFSHORE GROUP LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$338,890.00",338890.00
2013,NORTHSTAR OFFSHORE GROUP LLC,ONRR - Inspection Fees,ONRR,Inspection Fees,Oil & gas (pre-production),Oil &,"$236,500.00",236500.00
2013,NORTHSTAR OFFSHORE GROUP LLC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$35,107.07",35107.07
2013,NORTHWESTERN MUTUAL LIFE INSURANCE,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$11,255.15",11255.15
2013,OMIMEX RESOURCES INC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,$90.00,90.00
2013,OMIMEX RESOURCES INC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$7,412.50",7412.50
2013,OMIMEX RESOURCES INC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$21,443.03",21443.03
2013,ONLINE RESOURCES INC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$1,074.95",1074.95
2013,ONSHORE HOLDINGS LLC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,$175.00,175.00
2013,ONSHORE HOLDINGS LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$186,025.50",186025.50
2013,ONSHORE HOLDINGS LLC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$1,804.02",1804.02
2013,OSBORN HEIRS CO LTD,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$46,282.00",46282.00
2013,OSBORN HEIRS CO LTD,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,$708.86,708.86
2013,PABLO OPERATING CO,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$53,439.06",53439.06
2013,PACE DIVERSIFIED CORP,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$4,506.90",4506.90
2013,PACIFIC ENTERPRISES-WESTERN,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$5,574.27",5574.27
2013,PDP ROYALTY LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$164,832.00",164832.00
2013,PEABODY ENERGY CORP,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$1,110.01",1110.01
2013,PEAK POWDER RIVER RESOURCES LLC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$63,655.00",63655.00
2013,PEAK POWDER RIVER RESOURCES LLC,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"$816,225.00",816225.00
2013,PEAK POWDER RIVER RESOURCES LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,$903.50,903.50
2013,PEAK POWDER RIVER RESOURCES LLC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,$240.00,240.00
2013,PEAKVIEW ENERGY CO LLC,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"$144,558.00",144558.00
2013,PEAKVIEW ENERGY CO LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$2,259.00",2259.00
2013,PERCHERON ENERGY LLC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,$450.00,450.00
2013,PERCHERON ENERGY LLC,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"$1,208,550.00",1208550.00
2013,PERCHERON ENERGY LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$10,318.50",10318.50
2013,PETRO-HUNT LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$510,067.50",510067.50
2013,PETRO-HUNT LLC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$52,947.42",52947.42
2013,PETROLEUM DEVELOPMENT CORP,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,$320.00,320.00
2013,PETROLEUM DEVELOPMENT CORP,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,$335.92,335.92
2013,PETROQUEST ENERGY LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$20,376.00",20376.00
2013,PETROQUEST ENERGY LLC,ONRR - Inspection Fees,ONRR,Inspection Fees,Oil & gas (pre-production),Oil &,"$33,400.00",33400.00
2013,PETROQUEST ENERGY LLC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$845,121.91",845121.91
2013,PETRO VENTURES INC,ONRR - Inspection Fees,ONRR,Inspection Fees,Oil & gas (pre-production),Oil &,"$68,000.00",68000.00
2013,PETRO VENTURES INC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$165,349.75",165349.75
2013,PETROX RESOURCES INC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,-$461.47,-461.47
2013,PETSEC ENERGY INC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$185,181.00",185181.00
2013,PETSEC ENERGY INC,ONRR - Inspection Fees,ONRR,Inspection Fees,Oil & gas (pre-production),Oil &,"$102,000.00",102000.00
2013,PHILIP T SHARPLES TRUST,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,$170.00,170.00
2013,PHILIP T SHARPLES TRUST,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$102,177.00",102177.00
2013,PHILIP T SHARPLES TRUST,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$1,624.00",1624.00
2013,PHILLIPS 66 CO,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$7,350.00",7350.00
2013,PHILLIPS 66 CO,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$4,334.26",4334.26
2013,PICEANCE ENERGY LLC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,$350.00,350.00
2013,PICEANCE ENERGY LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$1,917.00",1917.00
2013,PICEANCE ENERGY LLC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$57,356.55",57356.55
2013,PIERCE & PIERCE LLC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,$600.00,600.00
2013,PIERCE & PIERCE LLC,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"$6,542,000.00",6542000.00
2013,PIERCE & PIERCE LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$1,260.00",1260.00
2013,PPC OPERATING CO LLC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$2,220.00",2220.00
2013,PPC OPERATING CO LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$2,483.00",2483.00
2013,PPC OPERATING CO LLC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,$798.42,798.42
2013,PREMIER NATURAL RESOURCES II LLC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$39,000.00",39000.00
2013,PRIDE ENERGY CO,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,$170.00,170.00
2013,PRIDE ENERGY CO,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"-$27,950.00",-27950.00
2013,PRIDE ENERGY CO,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$4,785.50",4785.50
2013,PRIDE ENERGY CO,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$4,038.99",4038.99
2013,PRIMA EXPLORATION INC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$2,665.00",2665.00
2013,PRIMA EXPLORATION INC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$10,528.50",10528.50
2013,PRIMA EXPLORATION INC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,$924.31,924.31
2013,PRIMERO OPERATING INC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$5,337.82",5337.82
2013,PRINCIPLE PETROLEUM PARTNERS LLC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$6,650.00",6650.00
2013,PRINCIPLE PETROLEUM PARTNERS LLC,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"$364,800.00",364800.00
2013,PRINCIPLE PETROLEUM PARTNERS LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,$720.00,720.00
2013,QUESTAR CORP,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$1,248,312.48",1248312.48
2013,QUICKSILVER RESOURCES INC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$3,235.00",3235.00
2013,QUICKSILVER RESOURCES INC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$172,133.33",172133.33
2013,QUICKSILVER RESOURCES INC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"-$16,135.21",-16135.21
2013,RAAM GLOBAL ENERGY CO,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$127,490.00",127490.00
2013,RAAM GLOBAL ENERGY CO,ONRR - Inspection Fees,ONRR,Inspection Fees,Oil & gas (pre-production),Oil &,"$290,200.00",290200.00
2013,RAAM GLOBAL ENERGY CO,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$19,653.81",19653.81
2013,RANCHO LOS ALAMOS LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$167,737.00",167737.00
2013,RANGE PRODUCTION CORP,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$48,418.86",48418.86
2013,REAGAN SMITH ENERGY SOLUTIONS INC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$508,109.00",508109.00
2013,REAGAN SMITH ENERGY SOLUTIONS INC,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"$321,014.00",321014.00
2013,REAGAN SMITH ENERGY SOLUTIONS INC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,$646.50,646.50
2013,REDWOLF PRODUCTION INC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$2,496.21",2496.21
2013,RETAMCO OPERATING INC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$453,133.58",453133.58
2013,RETAMCO OPERATING INC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$9,260.36",9260.36
2013,RIDGELAKE ENERGY INC,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"$290,594.00",290594.00
2013,RIDGELAKE ENERGY INC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$33,499.00",33499.00
2013,RIDGELAKE ENERGY INC,ONRR - Inspection Fees,ONRR,Inspection Fees,Oil & gas (pre-production),Oil &,"$17,000.00",17000.00
2013,RIDGELAKE ENERGY INC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$2,876.96",2876.96
2013,RISING NATURAL RESOURCES LLC,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"$800,000.00",800000.00
2013,RISING NATURAL RESOURCES LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$126,720.00",126720.00
2013,RIVERSTONE HOLDINGS LLC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$13,350.00",13350.00
2013,RIVERSTONE HOLDINGS LLC,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"$7,442,500.00",7442500.00
2013,RIVERSTONE HOLDINGS LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$761,326.00",761326.00
2013,RIVERSTONE HOLDINGS LLC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$6,792.53",6792.53
2013,RKI EXPLORATION & PRODUCTION LLC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$465,507.00",465507.00
2013,RKI EXPLORATION & PRODUCTION LLC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$1,903,078.98",1903078.98
2013,RMR OPERATING LLC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$64,105.00",64105.00
2013,RMR OPERATING LLC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$1,489.00",1489.00
2013,ROSETTA RESOURCES OPERATING LP,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$1,977.00",1977.00
2013,ROSETTA RESOURCES OPERATING LP,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$4,842.00",4842.00
2013,ROSETTA RESOURCES OPERATING LP,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$13,057.00",13057.00
2013,ROSEWOOD RESOURCES INC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$13,138.00",13138.00
2013,ROSEWOOD RESOURCES INC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$13,671.15",13671.15
2013,ROSS EXPLORATIONS INC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$36,658.00",36658.00
2013,ROSS EXPLORATIONS INC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$5,416.15",5416.15
2013,ROYAL HOLDINGS,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$279,825.00",279825.00
2013,ROYAL PRODUCTION CO INC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$2,250.00",2250.00
2013,ROYAL PRODUCTION CO INC,ONRR - Inspection Fees,ONRR,Inspection Fees,Oil & gas (pre-production),Oil &,"$34,000.00",34000.00
2013,ROYAL PRODUCTION CO INC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$27,015.20",27015.20
2013,RYCKMAN CREEK RESOURCES LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$2,320.00",2320.00
2013,RYCKMAN CREEK RESOURCES LLC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$150,918.77",150918.77
2013,SAGA PETROLEUM,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$1,870.00",1870.00
2013,SAGA PETROLEUM,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$55,184.55",55184.55
2013,SAGA PETROLEUM,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$5,439.40",5439.40
2013,SCHALK DEVELOPMENT CO,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,$351.99,351.99
2013,SCHALLA ROBERT A,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"$152,010.00",152010.00
2013,SCHUTZ DOUG J,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"$1,444,800.00",1444800.00
2013,SEELEY OIL CO,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,$85.00,85.00
2013,SEELEY OIL CO,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,$135.00,135.00
2013,SEELEY OIL CO,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,$76.00,76.00
2013,SEQUEL ENERGY LLC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$33,159.00",33159.00
2013,SEQUEL ENERGY LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,$800.00,800.00
2013,SEQUEL ENERGY LLC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"-$4,719.33",-4719.33
2013,SETTLE S CRAIG,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$204,344.50",204344.50
2013,SHD OIL & GAS LLC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$117,000.00",117000.00
2013,SHERIDAN PRODUCTION CO LLC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$34,030.00",34030.00
2013,SHERIDAN PRODUCTION CO LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$1,446.00",1446.00
2013,SHERIDAN PRODUCTION CO LLC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$26,382.36",26382.36
2013,SIGNAL HILL CO LLC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$39,085.00",39085.00
2013,SM ENERGY CO,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"$6,922,650.00",6922650.00
2013,SM ENERGY CO,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$493,065.50",493065.50
2013,SM ENERGY CO,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$608,816.72",608816.72
2013,SOJITZ ENERGY VENTURE INC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,$60.00,60.00
2013,SOJITZ ENERGY VENTURE INC,ONRR - Inspection Fees,ONRR,Inspection Fees,Oil & gas (pre-production),Oil &,"$17,000.00",17000.00
2013,SOJITZ ENERGY VENTURE INC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"-$482,377.51",-482377.51
2013,SOMONT OIL CO INC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$1,615.00",1615.00
2013,SOMONT OIL CO INC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$2,325.86",2325.86
2013,SOUTHERN BAY OPERATING LLC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,$340.00,340.00
2013,SOUTHERN BAY OPERATING LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$5,939.00",5939.00
2013,SOUTHERN BAY OPERATING LLC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$3,549.07",3549.07
2013,SOUTHERN CALIFORNIA PUBLIC POWER AUTHORITY,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"-$102,754.20",-102754.20
2013,SOUTHWESTERN ENERGY PRODUCTION CO,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$117,355.00",117355.00
2013,SOUTHWESTERN ENERGY PRODUCTION CO,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$338,495.35",338495.35
2013,SOUTHWESTERN ENERGY PRODUCTION CO,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$17,596.93",17596.93
2013,SPOONER PETROLEUM CO,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,$852.00,852.00
2013,STORM CAT ENERGY,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$49,951.33",49951.33
2013,STORM CAT ENERGY,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$47,484.17",47484.17
2013,STRACHAN EXPLORATION INC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$6,500.00",6500.00
2013,STRACHAN EXPLORATION INC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$64,462.50",64462.50
2013,STRACHAN EXPLORATION INC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$2,918.26",2918.26
2013,STRANG JOHN P,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$182,654.00",182654.00
2013,STRATA PRODUCTION CO,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$13,000.00",13000.00
2013,STRATA PRODUCTION CO,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$6,371.10",6371.10
2013,SUNSHINE VALLEY PETROLEUM CORP,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,$345.00,345.00
2013,SUNSHINE VALLEY PETROLEUM CORP,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$6,391.00",6391.00
2013,SUNSHINE VALLEY PETROLEUM CORP,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$9,990.69",9990.69
2013,SWANSON PRODUCTION CO LLC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,$450.00,450.00
2013,SWANSON PRODUCTION CO LLC,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"$190,645.00",190645.00
2013,SWANSON PRODUCTION CO LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$1,354.50",1354.50
2013,TANA EXPLORATION CO LLC,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"$959,917.00",959917.00
2013,TANA EXPLORATION CO LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$742,474.75",742474.75
2013,TANA EXPLORATION CO LLC,ONRR - Inspection Fees,ONRR,Inspection Fees,Oil & gas (pre-production),Oil &,"$1,033,400.00",1033400.00
2013,TANA EXPLORATION CO LLC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"-$38,966.31",-38966.31
2013,TANDEM ENERGY CORP,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,$440.00,440.00
2013,TANDEM ENERGY CORP,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$1,763.06",1763.06
2013,TARPON,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"$417,500.00",417500.00
2013,TARPON,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$240,020.00",240020.00
2013,TARPON,ONRR - Inspection Fees,ONRR,Inspection Fees,Oil & gas (pre-production),Oil &,"$384,350.00",384350.00
2013,TARPON,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$107,107.90",107107.90
2013,TDB RESOURCES LP,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,$600.00,600.00
2013,TDB RESOURCES LP,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"$4,206,000.00",4206000.00
2013,TDB RESOURCES LP,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$5,112.00",5112.00
2013,TENGASCO INC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$35,480.00",35480.00
2013,TENGASCO INC,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$24,195.48",24195.48
2013,TETON RESOURCES LLC,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,$920.00,920.00
2013,TETON RESOURCES LLC,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"$677,136.00",677136.00
2013,TETON RESOURCES LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$22,464.00",22464.00
2013,TEXAS ENERGY ACQUISITIONS LP,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$1,650.00",1650.00
2013,TEXAS ENERGY ACQUISITIONS LP,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"$820,238.00",820238.00
2013,TEXAS ENERGY ACQUISITIONS LP,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$25,228.50",25228.50
2013,THE TERMO CO,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,$340.00,340.00
2013,THE TERMO CO,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$7,970.00",7970.00
