calendar_year,corporate_name,revenue_agency_type,revenue_agency,revenue_type,commodity,commodity_order,raw_revenue,revenue
2015,STERLING GOLD MINING CORP,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$105,865.00",105865.00
2015,STILLWATER MINING CO,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$239,521.00",239521.00
2015,SM ENERGY CO,ONRR - Royalties,ONRR,Royalties,Gas,2,"$1,815,157.73",1815157.73
2015,SOJITZ ENERGY VENTURE INC,ONRR - Royalties,ONRR,Royalties,Gas,2,"$3,583.54",3583.54
2015,SOUTHERN CALIFORNIA PUBLIC POWER AUTHORITY,ONRR - Royalties,ONRR,Royalties,Gas,2,"$2,737,017.11",2737017.11
2015,SOUTHLAND ROYALTY CO LLC,ONRR - Royalties,ONRR,Royalties,Gas,2,"$4,428,065.08",4428065.08
2015,SOUTHWESTERN ENERGY PRODUCTION CO,ONRR - Royalties,ONRR,Royalties,Gas,2,"$1,120,207.57",1120207.57
2015,THE MOSAIC CO,ONRR/BLM - Rents,ONRR/BLM,Rents,Potassium,Potas,"-$1,876.75",-1876.75
2015,THOMPSON CREEK METALS CO INC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$170,035.00",170035.00
2015,TICUP LLC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$111,445.00",111445.00
2015,TOLSA WYOMING BENTONITE CORP,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$176,075.00",176075.00
2015,THE TERMO CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$331,878.69",331878.69
2015,U S ENERGY CORP,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$214,210.00",214210.00
2015,ULTRA LITHIUM USA INC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$102,145.00",102145.00
2015,UNITED SALT CORP,ONRR - Other Revenues,ONRR,Other Revenues,Potassium,Potas,$102.05,102.05
2015,URANERZ ENERGY CORP,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$445,429.00",445429.00
2015,URANIUM ENERGY CORP,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$199,602.00",199602.00
2015,URANIUM ONE AMERICAS INC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$1,326,955.00",1326955.00
2016,ELAND ENERGY INC,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,$243.00,243.00
2016,ENCAMPMENT MINERALS INC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$179,180.00",179180.00
2016,ENCAMPMENT MINERALS INC,ONRR/BLM - Rents,ONRR/BLM,Rents,Hardrock,Hardr,$160.50,160.50
2016,ENCANA CORP,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,$729.00,729.00
2016,ENERGEN RESOURCES CORP,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,$243.00,243.00
2016,ENERGY FUELS RESOURCES USA INC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$318,470.00",318470.00
2016,ENERGY TRANSFER EQUITY,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,"$2,916.00",2916.00
2016,ENERGY XXI LLC,ONRR - Civil Penalties,ONRR,Civil Penalties,N/a,N/a,"$25,000.00",25000.00
2016,ENERGY XXI LLC,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,"$3,610.30",3610.30
2016,FREEPORT-MCMORAN INC,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,$105.21,105.21
2016,FREEPORT-MCMORAN INC,ONRR - Other Revenues,ONRR,Other Revenues,Sulfur,Sulfu,"$2,726.70",2726.70
2016,GREAT WESTERN MINING CORP,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$138,880.00",138880.00
2016,GREEN ENERGY RESOURCES INC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$230,632.00",230632.00
2016,GRESHAM SAVAGE NOLAN & TILDEN PC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$109,681.00",109681.00
2016,GRP MINERALS,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$325,185.00",325185.00
2016,LIVELY EXPLORATION CO,ONRR - Royalties,ONRR,Royalties,Gas,2,"$103,213.24",103213.24
2016,LOCIN OIL CORP,ONRR - Royalties,ONRR,Royalties,Gas,2,"$110,437.21",110437.21
2016,MARTIN MARIETTA MATERIALS,BLM - Permit Fees,BLM,Permit Fees,Mineral materials,Miner,"$1,636,921.72",1636921.72
2016,MARALEX RESOURCES INC,ONRR - Royalties,ONRR,Royalties,Gas,2,"$98,651.17",98651.17
2016,MARITECH RESOURCES INC,ONRR - Royalties,ONRR,Royalties,Gas,2,"$104,118.82",104118.82
2016,MARLIN ENERGY OFFSHORE LLC,ONRR - Royalties,ONRR,Royalties,Gas,2,"$11,122.41",11122.41
2016,SYNERGY OFFSHORE LLC,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,$243.00,243.00
2016,STANDARD ENERGY CORP,ONRR - Royalties,ONRR,Royalties,Gas,2,"$338,230.10",338230.10
2016,STATOIL,ONRR - Royalties,ONRR,Royalties,Gas,2,"$1,224,385.38",1224385.38
2016,STEPHENS PRODUCTION CO,ONRR - Royalties,ONRR,Royalties,Gas,2,"$283,801.03",283801.03
2016,STRATA PRODUCTION CO,ONRR - Royalties,ONRR,Royalties,Gas,2,"$92,004.60",92004.60
2016,SUNSHINE VALLEY PETROLEUM CORP,ONRR - Royalties,ONRR,Royalties,Gas,2,"$17,956.37",17956.37
2016,SWEVCO-SABW LLC,ONRR - Royalties,ONRR,Royalties,Gas,2,"$203,790.32",203790.32
2016,TANA EXPLORATION CO LLC,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,"$2,245.39",2245.39
2016,WHISTLER ENERGY II LLC,ONRR - Royalties,ONRR,Royalties,Gas,2,"$247,024.12",247024.12
2016,WPX ENERGY INC,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,$729.00,729.00
2016,WPX ENERGY INC,ONRR - Royalties,ONRR,Royalties,Other commodities,Other,$976.95,976.95
2016,WULFENSTEIN CONSTRUCTION CO INC,BLM - Permit Fees,BLM,Permit Fees,Mineral materials,Miner,"$104,784.72",104784.72
2017,CANYON FUEL CO LLC,BLM - Permit Fees,BLM,Permit Fees,Coal,5,"$148,529.00",148529.00
2017,CEDAR LAKE MINING INC,OSMRE - AML Fees including Audits and Late Charges ,OSMRE,AML Fees including Audits and Late Charges ,Coal,5,"$302,192.56",302192.56
2017,CHEVRON CORP,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$21,080.00",21080.00
2017,CHEVRON CORP,ONRR - Civil Penalties,ONRR,Civil Penalties,N/a,N/a,"$84,204.00",84204.00
2017,CHEVRON CORP,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,$726.84,726.84
2017,CHEVRON CORP,ONRR - Royalties,ONRR,Royalties,Other commodities,Other,-$771.75,-771.75
2017,FRONTEER DEVELOPMENT USA INC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$269,700.00",269700.00
2017,GAS VENTURES LLC,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,$436.00,436.00
2017,GFG RESOURCES US INC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$267,711.00",267711.00
2017,KILAUEA CRUSHERS INC,BLM - Permit Fees,BLM,Permit Fees,Mineral materials,Miner,"$509,275.11",509275.11
2017,KILGORE COMPANIES,BLM - Permit Fees,BLM,Permit Fees,Mineral materials,Miner,"$343,571.59",343571.59
2017,KINROSS GOLD USA INC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$667,224.00",667224.00
2017,KLONDEX MINES LTD,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$598,920.00",598920.00
2017,KORE USA LTD C/O KORE MINING LTD,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$116,405.00",116405.00
2017,LAS VEGAS PAVING CORP,BLM - Permit Fees,BLM,Permit Fees,Mineral materials,Miner,"$493,734.16",493734.16
2017,LHOIST NORTH AMERICA INC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$235,755.00",235755.00
2017,KIMBELL OIL CO,ONRR - Royalties,ONRR,Royalties,Gas,2,"$148,665.87",148665.87
2017,KINGS PEAK ENERGY LLC,ONRR - Royalties,ONRR,Royalties,Gas,2,"$45,917.15",45917.15
2017,KOCH INDUSTRIES INC,ONRR - Royalties,ONRR,Royalties,Gas,2,"$1,634,078.48",1634078.48
2017,LANDMARK ENERGY XV LLC,ONRR - Royalties,ONRR,Royalties,Gas,2,"$116,901.53",116901.53
2017,LE NORMAN OPERATING LLC,ONRR - Royalties,ONRR,Royalties,Gas,2,"$413,601.34",413601.34
2017,LINDE INC,ONRR - Royalties,ONRR,Royalties,Other commodities,Other,"$513,414.00",513414.00
2017,MEDCO ENERGI US LLC,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,"$5,772.05",5772.05
2017,MEL CLARK INC,BLM - Permit Fees,BLM,Permit Fees,Mineral materials,Miner,"$667,030.98",667030.98
2017,MERIT ENERGY CO,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,$660.24,660.24
2017,MERIT ENERGY CO,ONRR - Royalties,ONRR,Royalties,Other commodities,Other,"$8,841.47",8841.47
2017,MATADOR RESOURCES CO,ONRR - Royalties,ONRR,Royalties,Gas,2,"$536,061.78",536061.78
2017,MAXUS EXPLORATION CO,ONRR - Royalties,ONRR,Royalties,Gas,2,"$32,799.69",32799.69
2017,MC OFFSHORE PETROLEUM LLC,ONRR - Royalties,ONRR,Royalties,Gas,2,"$52,073.77",52073.77
2017,MCL-1 OIL AND GAS WYOMING LLC,ONRR - Royalties,ONRR,Royalties,Gas,2,"$631,815.94",631815.94
2017,MCX GULF OF MEXICO LLC,ONRR - Royalties,ONRR,Royalties,Gas,2,"$106,749.92",106749.92
2017,PHOENIX CEMENT CO,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$165,383.00",165383.00
2017,PICKET PIN RESOURCES LLC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$101,122.00",101122.00
2017,PILOT GOLD USA INC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$348,556.00",348556.00
2017,PINSON MINING CO,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$104,005.00",104005.00
2017,PITTSTON NEVADA GOLD CO LTD,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$153,840.00",153840.00
2017,PLATEAU VENTURES LLC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$830,210.00",830210.00
2017,PORTABLE AGGREGATE PRODUCERS LLC,BLM - Permit Fees,BLM,Permit Fees,Mineral materials,Miner,"$350,725.35",350725.35
2017,QUARRY 187 LLC,BLM - Permit Fees,BLM,Permit Fees,Mineral materials,Miner,"$468,262.40",468262.40
2017,RANGEFRONT GEOLOGICAL,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$127,182.00",127182.00
2017,SM ENERGY CO,ONRR - Royalties,ONRR,Royalties,Gas,2,"$1,212,717.20",1212717.20
2017,SND ENERGY CO INC,ONRR - Royalties,ONRR,Royalties,Gas,2,"$812,390.11",812390.11
2017,SOJITZ ENERGY VENTURE INC,ONRR - Royalties,ONRR,Royalties,Gas,2,"$6,296.71",6296.71
2017,STATOIL,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Wind,Wind,"$42,469,725.00",42469725.00
2017,STATOIL,ONRR/BLM - Rents,ONRR/BLM,Rents,Wind,Wind,"$238,050.00",238050.00
2017,STERLING GOLD MINING CORP,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$217,775.00",217775.00
2017,STILLWATER MINING CO,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$243,325.00",243325.00
2018,CALPINE CORP,ONRR - Royalties,ONRR,Royalties,Geothermal,Geoth,"$6,074,558.87",6074558.87
2018,CALPINE CORP,ONRR/BLM - Rents,ONRR/BLM,Rents,Geothermal,Geoth,"$4,447.00",4447.00
2018,CALPORTLAND CO,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$161,697.00",161697.00
2018,CALPORTLAND CO,BLM - Permit Fees,BLM,Permit Fees,Mineral materials,Miner,"$43,457.86",43457.86
2018,CARLIN OPPORTUNITIES INC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$1,164,545.00",1164545.00
2018,CENTRESTONE RESOURCES LLC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$309,521.00",309521.00
2018,CHEVRON CORP,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$21,080.00",21080.00
2018,CHEVRON CORP,ONRR - Civil Penalties,ONRR,Civil Penalties,N/a,N/a,"$153,950.00",153950.00
2018,CHEVRON CORP,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,"$3,119.80",3119.80
2018,DUGAN PRODUCTION CORP,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,"$1,215.00",1215.00
2018,DUKE CITY REDI-MIX,BLM - Permit Fees,BLM,Permit Fees,Mineral materials,Miner,"$202,319.40",202319.40
2018,ELM RIDGE RESOURCES INC,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,$872.00,872.00
2018,ENCANA CORP,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,"$1,651.00",1651.00
2018,ENDURING RESOURCES LLC,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,$486.00,486.00
2018,ENERGY FUELS RESOURCES USA INC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$194,215.00",194215.00
2018,ENERGY TRANSFER EQUITY,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,$243.00,243.00
2018,FARRELL-COOPER MINING CO,ONRR - Royalties,ONRR,Royalties,Coal,5,"$175,420.09",175420.09
2018,FARRELL-COOPER MINING CO,ONRR/BLM - Rents,ONRR/BLM,Rents,Coal,5,"$8,106.00",8106.00
2018,KOCH INDUSTRIES INC,ONRR - Royalties,ONRR,Royalties,Gas,2,"$432,727.52",432727.52
2018,KOREA NATIONAL OIL CORP,ONRR - Royalties,ONRR,Royalties,Gas,2,"$3,727,639.55",3727639.55
2018,KOSMOS ENERGY LTD,ONRR - Royalties,ONRR,Royalties,Gas,2,"$1,941,682.10",1941682.10
2018,KP KAUFFMAN CO INC,ONRR - Royalties,ONRR,Royalties,Gas,2,$952.74,952.74
2018,LARRY R MOYER EXPLORATION LLC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$13,144.00",13144.00
2018,LAS VEGAS PAVING CORP,BLM - Permit Fees,BLM,Permit Fees,Mineral materials,Miner,"$553,700.61",553700.61
2018,LCME HOLDINGS INC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$119,983.00",119983.00
2018,LHOIST NORTH AMERICA INC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$179,180.00",179180.00
2018,LHOIST NORTH AMERICA INC,ONRR - Other Revenues,ONRR,Other Revenues,Hardrock,Hardr,"$1,065.00",1065.00
2018,LHOIST NORTH AMERICA INC,ONRR - Royalties,ONRR,Royalties,Other commodities,Other,"$8,282.39",8282.39
2018,LORDSBURG RESOURCES INC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$130,285.00",130285.00
2018,LUMA MINERALS LLC,ONRR - Other Revenues,ONRR,Other Revenues,Phosphate,Phosp,"$66,054.00",66054.00
2018,MACK ENERGY CORP,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,$155.00,155.00
2018,MAKOIL INC,ONRR - Civil Penalties,ONRR,Civil Penalties,N/a,N/a,"$3,580.00",3580.00
2018,NEVADA ROYALTY CORP,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$172,510.00",172510.00
2018,NEVADA SELECT ROYALTY INC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$119,098.00",119098.00
2018,NEW JERSEY MINING CO,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$108,171.00",108171.00
2018,NINE POINT ENERGY LLC,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,$972.00,972.00
2018,REVELATION ENERGY RESOURCES LLC,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,"$1,744.00",1744.00
2018,REVIVAL GOLD INC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$123,070.00",123070.00
2018,RICE CONSTRUCTION CO,BLM - Permit Fees,BLM,Permit Fees,Mineral materials,Miner,"$132,130.75",132130.75
2018,ROBINSON NEVADA MINING CO,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$158,632.00",158632.00
2018,ROBINSON NEVADA MINING CO,BLM - Permit Fees,BLM,Permit Fees,Mineral materials,Miner,"$30,665.59",30665.59
2018,ROCKFORD MINING US CORP,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$1,250,778.00",1250778.00
2018,RODDY PRODUCTION CO LLC,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,$243.00,243.00
2019,SOLVAY,ONRR - Other Revenues,ONRR,Other Revenues,Phosphate,Phosp,"$7,125.00",7125.00
2018,ROSEMONT COPPER CO,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$164,920.00",164920.00
2018,TECK AMERICAN INC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$125,682.00",125682.00
2018,TEZAK HEAVY EQUIPMENT,BLM - Permit Fees,BLM,Permit Fees,Mineral materials,Miner,"$352,380.46",352380.46
2018,THE AVANGRID FOUNDATION,ONRR/BLM - Rents,ONRR/BLM,Rents,Wind,Wind,"$367,215.00",367215.00
2019,CEMEX,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$107,910.00",107910.00
2019,CEMEX,BLM - Permit Fees,BLM,Permit Fees,Mineral materials,Miner,"$663,159.83",663159.83
2019,CENTRESTONE RESOURCES LLC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$105,355.00",105355.00
2019,EP MINERALS LLC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$132,165.00",132165.00
2019,EQUINOR ASA,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,$972.00,972.00
2019,EQUINOR ASA,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Wind,Wind,"$135,000,000.00",135000000.00
2019,EQUINOR ASA,ONRR/BLM - Rents,ONRR/BLM,Rents,Wind,Wind,"$624,483.00",624483.00
2019,ESMERALDA MINERALS LLC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$192,720.00",192720.00
2019,EUREKA MOLY LLC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$542,642.00",542642.00
2019,EXXON MOBIL CORP,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,"$2,823.66",2823.66
2019,EXXON MOBIL CORP,ONRR - Royalties,ONRR,Royalties,Other commodities,Other,"$20,888,336.38",20888336.38
2019,FAIRWAY RESOURCES OPERATING III LLC,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,$243.00,243.00
2019,FEDERAL ABSTRACT CO,BLM - Permit Fees,BLM,Permit Fees,Geothermal,Geoth,$330.00,330.00
2019,EON NRG LTD,ONRR - Royalties,ONRR,Royalties,Gas,2,"$46,698.01",46698.01
2019,JEFF N FAILLERS PC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$349,635.00",349635.00
2019,JEFFERSON ENERGY TRADING LLC,ONRR - Royalties,ONRR,Royalties,Other commodities,Other,"$5,335.89",5335.89
2019,JERRITT CANYON GOLD LLC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$526,020.00",526020.00
2019,KLONDEX AURORA MINE  INC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$713,130.00",713130.00
2019,WESTERN STATES ENVIRONMENT & RESOURCES L,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Geothermal,Geoth,"$197,099.00",197099.00
2019,WESTERN STATES ENVIRONMENT & RESOURCES L,ONRR/BLM - Rents,ONRR/BLM,Rents,Geothermal,Geoth,"$81,815.00",81815.00
2019,WESTWATER RESOURCES,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$201,630.00",201630.00
2019,WHB4 LLC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$131,340.00",131340.00
2019,WHITING PETROLEUM CORP,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,$486.00,486.00
2019,WORLD INDUSTRIAL MINERALS LLC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$215,985.00",215985.00
2019,WYO-BEN INC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$372,738.00",372738.00
2020,ADAMERA MINERALS LLC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$240,225.00",240225.00
2020,ANOVA METALS USA LLC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$117,150.00",117150.00
2020,ANTLER ENERGY LLC,ONRR - Civil Penalties,ONRR,Civil Penalties,N/a,N/a,"$1,984.00",1984.00
2020,ANTOFAGASTA PLC,ONRR - Other Revenues,ONRR,Other Revenues,Hardrock,Hardr,"$390,497.00",390497.00
2020,ANTOFAGASTA PLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Hardrock,Hardr,$998.00,998.00
2020,BLACK BEAR OIL CORP,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,-$3.10,-3.10
2020,BLACK HILLS CORP,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,$852.59,852.59
2020,GSOE I LLC,ONRR/BLM - Rents,ONRR/BLM,Rents,Wind,Wind,"$420,588.00",420588.00
2020,BNI COAL LTD,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,$436.00,436.00
2020,BROWNSTONE VENTURES US INC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$120,615.00",120615.00
2020,BTA OIL PRODUCERS LLC,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,$872.00,872.00
2020,CARLIN TREND MINING SERVICES,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$258,765.00",258765.00
2020,CARONE PETROLEUM CORP,ONRR - Civil Penalties,ONRR,Civil Penalties,N/a,N/a,$11.66,11.66
2020,CARRELL OIL CO,ONRR - Civil Penalties,ONRR,Civil Penalties,N/a,N/a,"$125,230.00",125230.00
2020,CARRELL OIL CO,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,"$18,054.09",18054.09
2020,CASILLAS PETROLEUM CORP,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,$434.23,434.23
2020,CHESAPEAKE ENERGY CORP,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,"-$6,625.44",-6625.44
2020,CHEVRON CORP,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$22,440.00",22440.00
2020,CLOVER NEVADA II LLC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$313,755.00",313755.00
2020,CLOVER NEVADA LLC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$631,290.00",631290.00
2020,COEUR ALASKA INC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$121,350.00",121350.00
2020,CNOOC LTD,ONRR - Royalties,ONRR,Royalties,Oil,1,"$41,671,301.82",41671301.82
2020,"COMPANIES BELOW $100,000 THRESHOLD",ONRR - Royalties,ONRR,Royalties,Geothermal,Geoth,$578.68,578.68
2020,"COMPANIES BELOW $100,000 THRESHOLD",ONRR - Royalties,ONRR,Royalties,Helium,Heliu,$2.89,2.89
2020,"COMPANIES BELOW $100,000 THRESHOLD",ONRR - Royalties,ONRR,Royalties,Limestone,Limes,"$17,276.94",17276.94
2020,"COMPANIES BELOW $100,000 THRESHOLD",ONRR - Royalties,ONRR,Royalties,Phosphate,Phosp,"$8,914.80",8914.80
2020,"COMPANIES BELOW $100,000 THRESHOLD",ONRR - Royalties,ONRR,Royalties,Quartz,Quart,$797.70,797.70
2020,"COMPANIES BELOW $100,000 THRESHOLD",ONRR - Royalties,ONRR,Royalties,Sodium,Sodiu,"$46,100.41",46100.41
2020,"COMPANIES BELOW $100,000 THRESHOLD",ONRR/BLM - Bonus,ONRR/BLM,Bonus,Geothermal,Geoth,"$79,873.00",79873.00
2020,CORVUS GOLD NEVADA INC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$269,115.00",269115.00
2020,COUGAR GOLD LLC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$162,525.00",162525.00
2020,COX OPERATING LLC,ONRR - Civil Penalties,ONRR,Civil Penalties,N/a,N/a,"$70,350.00",70350.00
2020,COX OPERATING LLC,ONRR - Inspection Fees,ONRR,Inspection Fees,N/a,N/a,"$2,469,160.00",2469160.00
2020,DEVON ENERGY CORP,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,"$1,215.00",1215.00
2020,EMPERIUM 1 HOLDINGS CORP,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$114,510.00",114510.00
2020,ENDURING RESOURCES LLC,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,$243.00,243.00
2020,ENEL SPA,ONRR - Civil Penalties,ONRR,Civil Penalties,N/a,N/a,"$170,772.00",170772.00
2020,ENEL SPA,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,"$1,351.50",1351.50
2020,EP MINERALS,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$141,570.00",141570.00
2020,EPIC ENERGY LLC,BLM - Permit Fees,BLM,Permit Fees,Mineral materials,Miner,$210.00,210.00
2020,EQUINOR ASA,ONRR - Inspection Fees,ONRR,Inspection Fees,N/a,N/a,"$95,750.00",95750.00
2020,FERVO ENERGY CO,ONRR/BLM - Rents,ONRR/BLM,Rents,Geothermal,Geoth,"$169,267.00",169267.00
2020,FIELDWOOD ENERGY LLC,ONRR - Civil Penalties,ONRR,Civil Penalties,N/a,N/a,"$172,713.00",172713.00
2020,FIELDWOOD ENERGY LLC,ONRR - Inspection Fees,ONRR,Inspection Fees,N/a,N/a,"$8,560,280.00",8560280.00
2020,FIELDWOOD ENERGY LLC,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,$142.44,142.44
2020,GEMFIELD RESOURCES LLC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$103,455.00",103455.00
2020,GENESIS ENERGY LP,ONRR - Royalties,ONRR,Royalties,Mine water,Mine ,"$29,128.18",29128.18
2020,GENESIS ENERGY LP,ONRR - Royalties,ONRR,Royalties,Soda ash,Soda ,"$8,576,839.44",8576839.44
2020,GENESIS ENERGY LP,ONRR - Royalties,ONRR,Royalties,Sodium,Sodiu,"$1,827,623.56",1827623.56
2020,GETCHELL GOLD NEVADA INC,BLM - Permit Fees,BLM,Permit Fees,Locatable minerals,Locat,"$101,100.00",101100.00
2020,HELIX ENERGY SOLUTIONS GROUP INC,ONRR - Inspection Fees,ONRR,Inspection Fees,N/a,N/a,"$91,500.00",91500.00
